Appeal!”,Kháng cáo!“,1
"Fearing the worm would reach his neck I said, “There’s something on your shoulder.” His face turned pale.","Sợ con sâu sẽ chạm tới cổ ông ấy, tôi nói: “Có cái gì đó trên vai ông.” Mặt ông ấy trở nên tái nhợt.",18
So I took the occasion of the anniversary of the persecution on July 20 to write an article.,Vì vậy tôi đã viết một bài nhân dịp kỷ niệm cuộc đàn áp vào ngày 20 tháng 7.,18
"Xianyang City, Shaanxi Province: Police Chief Pursues Case Against 71-Year-Old Local Woman for Her Faith in Falun Gong","Thành phố Hàm Dương, tỉnh Thiểm Tây: Cảnh sát trưởng theo đuổi vụ án của một người phụ nữ 71 tuổi ở địa phương vì đức tin của bà vào Pháp Luân Công",18
Mr. Yan’s loved ones learned from an insider that he was sentenced to three years on July 20.,Người nhà của ông Diêm nghe nói qua một nguồn tin nội bộ rằng ông đã bị kết án vào ngày 20 tháng 7.,18
Falun Gong is a mind-body practice that has been persecuted by the Chinese Communist Party since July 1999.,Pháp Luân Công là một pháp môn tu luyện đã bị Đảng Cộng sản Trung Quốc bức hại kể từ tháng 7 năm 1999.,18
"He used to suffer from numerous chronic illnesses and struggled with frequent back pain, limb weakness, and fatigue.","Ông từng mắc nhiều chứng bệnh, trong đó có viêm dạ dày mãn tính, viêm mũi mãn tính, chân tay yếu và luôn mệt mỏi.",18
"66-Year-Old Shaanxi Man Gets 4 Years for His Faith in Falun Gong, Distraught Parents Die Two Months Apart","Tỉnh Thiểm Tây: Một cư dân 66 tuổi bị kết án 4 năm tù vì đức tin vào Pháp Luân Công, cha mẹ già lần lượt qua đời cách nhau 2 tháng vì quá phẫn uất và nhớ thương con trai",18
It is only with Master's compassionate encouragement and guidance that practitioners can break through obstacles and move forward.,Chỉ với sự khuyến khích và hướng dẫn từ bi của Sư phụ thì các học viên mới có thể vượt qua những trở ngại và tiến về phía trước.,18
"Hubei Woman Detained Again After 7 Years of Imprisonment, Mother in Her 80s Left to Fend for Herself","Nữ học viên tại Hồ Bắc lại bị bắt sau 7 năm bị bỏ tù phi pháp, người mẹ già 80 tuổi của bà phải tự chăm sóc bản thân",18
"When Ms. Liao again refused to open the door for them, they used pliers to break her lock.","Khi bà Liêu vẫn từ chối mở cửa, họ dùng kìm để phá ổ khóa nhà bà.",18
"Her mother, in her 80s, who lives with her, was terrified and now struggles to care for herself.",Người mẹ già 80 tuổi sống cùng bà rất sợ hãi và hiện phải vật lộn để tự lo cho bản thân mình.,18
"During the three visits, I thoroughly cleaned his entire house and removed all the clutter (with his permission).","Trong cả ba lần đến thăm, tôi đều dọn dẹp sạch sẽ cả ngôi nhà (với sự cho phép của thầy).",18
"“While in Qingdao, I heard that my former middle school homeroom teacher had been ill for several years.","Khi ở Thanh Đảo, tôi nghe nói giáo viên chủ nhiệm cấp hai cũ của tôi bị bệnh đã vài năm nay.",18
"Crimes of Tan Zunhua and Yi Jianming, Two Directors of Heilongjiang Prison Administration Bureau, in Persecuting Falun Gong","Những tội ác của Đàm Tôn Hoa và Y Kiến Dân, hai giám đốc của Cục quản lý nhà tù Hắc Long Giang, trong cuộc bức hại Pháp Luân Công",18
They drove her to the police station and took her to a third-floor room for a virtual hearing.,Họ chở bà đến đồn công an và đưa bà lên một căn phòng ở trên tầng ba để tham gia phiên xét xử trục tuyến.,18
Ms. Shen refused to submit because she knew she had not broken any laws by practicing Falun Gong.,Bà Thẩm quyết không nhượng bộ vì bà biết mình không hề vi phạm pháp luật khi tu luyện Pháp Luân Công.,18
"On April 25, several members of the Maonan DistrictProcuratorateforced Ms. Liao’s son to take them to her home.","Ngày25 tháng 4, một số viên chức Viện Kiểm sát Quận Mậu Danh bắt con trai bà đưa họ đến nhà bà.",18
"As the pressure mounted, Ms. Liao suffered severe pain in her legs and couldn’t get out of bed.","Khi căng thẳng gia tăng, bà Liêu bị đau dữ dội ở 2 chân và không thể ra khỏi giường.",18
"He appealed to the Meizhou City Intermediate Court, which ruled to uphold his original verdict in February 2023.","Ông kháng cáo lên Tòa án Trung cấp Thành phố Mai Châu, tuy nhiên, đến tháng 2 năm 2023 Tòa án này tuyên bố giữ nguyên bản án ban đầu.",18
They can’t understand why he’s being persecuted for doing something that has turned him into a better person.,Họ không thể hiểu nổi tại sao ông lại bị bức hại chỉ vì muốn trở thành một người tốt hơn.,18
"After about two hours, the police took all nine practitioners to the Baiyin District Police Department for interrogation.","Sau khoảng 2 tiếng, cảnh sát đưa tất cả 9 học viên đến Công an Quận Bạch Ngân để thẩm vấn.",18
"After Two Forced Labor Terms Totaling 4 Years, Liaoning Woman Arrested Again for Her Faith in Falun Gong","Sau hai lần bị giam trong trại lao động trong 4 năm, người phụ nữ Liêu Ninh lại bị bắt vì đức tin của bà vào Pháp Luân Công",18
"Hebei Man Dies After Years of Persecution for Practicing Falun Gong, Son Remains Jailed for Sharing Same Faith","Một người đàn ông tỉnh Hà Bắc qua đời do bị bức hại nhiều năm vì tu luyện Pháp Luân Công, con trai ông cùng tín ngưỡng vẫn bị bỏ tù",18
The Chengguan District Procuratorate indicted him and brought his case to Chengguan District Court in late February 2023.,Viện kiểm sát quận Thành Quan đã truy tố ông và đưa hồ sơ vụ việc lên tòa án quận Thành Quan vào cuối tháng 2 năm 2023.,18
"While hiding from the law, he somehow got a copy ofZhuan Falun, the main teachings of Falun Gong.","Trong khi chạy trốn, không biết từ đâu mà ông có được một cuốnChuyển Pháp Luân, cuốn sách chính của Pháp Luân Công.",18
"She was arrested in Sanya City, Hainan Province in May 2022 for talking to people about Falun Gong.","Bà bị bắt tại thành phố Tam Á, tỉnh Hải Nam vào tháng 5 năm 2022 vì nói với mọi người sự thật vềPháp Luân Công.",18
Rui asked the practitioner a few simple questions and then told the person who’d reported her to leave.,R hỏi người học viên này một vài câu hỏi đơn giản và sau đó bảo người đã báo cáo cô ấy hãy rời đi.,18
Only when I could let go of my attachment to self would I be able to save him.,Chỉ khi tôi có thể buông bỏ chấp trước vào bản thân thì tôi mới có thể cứu được anh ấy.,18
The police changed the lock on her front door in June 2022 and kept a key for themselves.,"Tháng 6 năm 2022, cảnh sát thay ổ khóa cửa chính của nhà bà và giữ lại một chìa khóa.",18
"Jiang, the 610 Office director who reported Mr. Huang, stayed outside of the makeshift courtroom during the trial.","Trưởng Phòng 610 là Giang Chí Hùng, người đã tố cáo ông Hoàng, đã ở bên ngoài phòng xử án tạm thời trong suốt phiên tòa.",18
"The police later transferred Mr. Wang to the Liuyang City Detention Center, where he is likely still detained.","Sau đó cảnh sát chuyển ông Vương tới trại tạm giam thành phố Lưu Dương, có khả năng hiện tại ông vẫn bị giam giữ ở đây.",18
Former Bank Employee’s Thumbs Injured and Two Teeth Fall Out After Being Tortured in Prison for His Faith,Ngón tay cái của cựu nhân viên ngân hàng bị thương và hai chiếc răng bị rụng do bị tra tấn ở trong tù vì kiên định đức tin,18
"In 2004, Ms. Zhang’s father was involved in an accident on his way home and broke his legs.","Năm 2004, cha bà Trương bị tai nạn trên đường về nhà và bị gãy chân.",18
"Guangdong Man Sentenced to 2.5 Years, Older Brother Serving 5 Years – for Their Faith in Falun Gong","Một cư dân Quảng Đông bị kết án 2,5 năm tù, người anh trai bị án 5 năm tù vì đức tin chung cua họvào Pháp Luân Công",18
The elderly man’s health declined quickly and he was diagnosed with late stage liver cancer in September 2021.,Sức khỏe của ông lão lớn tuổi suy giảm nhanh chóng và ông được chẩn đoán mắc bệnh ung thư gan giai đoạn cuối vào tháng 9 năm 2021.,18
"At the Honggang Police Station, Ms. Feng was handcuffed to a metal chair and interrogated for nine hours.","Tại Đồn Công an Hồng Cương, bà Phùng bị còng tay vào một chiếc ghế kim loại và bị thẩm vấn trong 9 tiếng đồng hồ.",18
Prosecutor Gao Jinsheng indicted him and moved his case to the Maonan District Court in early April 2021.,Công tố viên Chu Tấn Phong đã truy tố ông và chuyển hồ sơ của ông lên Tòa án quận Mậu Nam vào đầu tháng 4 năm 2021.,18
A 41-year-old man serving seven years for his faith in Falun Gong was tortured beyond recognition in prison., Một người đàn ông 41 đang chấp hành án tù 7 năm oan sai vì tu luyệnPháp Luân Côngđã bị tra tấn đến mức biến dạng.,18
Falun Gong is a mind-body practice that has been persecuted by the Chinese Communist Party since July 1999.,Pháp Luân Công là một pháp môn tu luyện bị Đảng Cộng sản Trung Quốc bức hại từ tháng 7 năm 1999.,18
Other punishments included forcing the practitioner to stand facing a wall or squat for long periods of time.,Những hình phạt khác bao gồm cưỡng ép học viên đứng quay mặt vào tường hoặc ngồi xổm trong khoảng thời gian dài.,18
"Mr. Hao, also an associate professor of Jiamusi University in his 60s, was released later in the day.","Ông Hác (ngoài 60 tuổi), cũng là phó giáo sư của Đại học Giai Mộc Tư, đã được thả ra trong ngày.",18
Ms. Zhang went to a printing shop in August 2000 to make copies of a Falun Gong flyer.,"Tháng 8 năm 2000, bà Trương đến một tiệm in để photo một tờ tài liệu chân tướng Pháp Luân Công.",18
"She managed to go to her hometown in Jinan City, Shandong Province in November 1999 without being caught.","Bà tìm cách để trở về quê nhà ở thành phố Tế Nam, tỉnh Sơn Đông vào tháng 11 năm 1999 mà không bị bắt.",18
Ms. Zhang did not budge and went to Beijing to appeal for Falun Gong a few days later.,Bà Trương không hề dao động và đã đi tới Bắc Kinh để thỉnh nguyện cho Pháp Luân Công vài ngày sau đó.,18
"As a physical education professor, Ms. Zhang incorporated Falun Gong into her curriculum, which her students really enjoyed.","Là một giảng viên giáo dục thể chất, bà Trương kết hợp Pháp Luân Công vào chương trình giảng dạy, làm cho các sinh viên rất thích thú.",18
"The above was said by an inmate in Chengdu Women’s Prison, who participated in persecuting Falun Gong practitioners.",Những lời trên là của một tù nhân tham gia bức hại các học viên Pháp Luân Công ở trong Nhà tù Nữ Thành Đô nói ra.,18
Mr. Yang was restrained in a metal chair at the Wuyi County Police Department for eight straight days.,Ông Dương bị trói trên một chiếc ghế kim loại tại Công an Huyện Vũ Ấp trong 8 ngày liên tiếp.,18
She was arrested by the Chengyang District Domestic Security Office in August 2023 and detained for ten days.,"Tháng 8 năm 2023, bà bị Phòng An ninh Nội địa huyện Thành Dương bắt và giam giữ trong 10 ngày.",18
This is not the first time that Ms. Wei has been targeted by the police in Qingdao City.,Đây không phải lần đầu tiên bà Ngụy bị cảnh sát thành phố Thanh Đảo nhắm đến vì đức tin của mình.,18
A teenage girl said that this was the first time she’d heard about organ harvesting from the living.,Một cô gái tuổi teen cho biết đây là lần đầu tiên cô nghe nói đến nạn thu hoạch nội tạng từ người sống.,18
Both Longjing City and Helong City are under the administration of Yanbian Korean Autonomous Prefecture in Jilin Province.,(Cả thành phố Long Tỉnh và thành phố Hòa Long đều nằm dưới sự quản lý của khu tự trị Triều Tiên Diên Biên ở tỉnh Cát Lâm).,18
"As such, the police lacked probable cause to establish a criminal case against her in the first place.","Vì vậy, ngay từ đầu, cảnh sát đã thiếu lý do chính đáng để khởi tố vụ án hình sự chống lại bà Lâm.",18
Falun Gong is a mind-body practice that has been persecuted by the Chinese Communist Party since July 1999.,Pháp Luân Công (còn được gọi làPháp Luân Đại Pháp) là một pháp môn tu luyện đã bị Đảng Cộng sản Trung Quốc bức hại kể từ tháng 7 năm 1999.,18
"Shortly after she began to practice Falun Gong in 1996, she recovered and took on many household chores.","Không lâu sau khi bắt đầu tu luyện Pháp Luân Công vào năm 1996, bà đã bình phục và đảm nhận nhiều công việc nhà.",18
The police broke into the home he shared with Ms. Xu and confiscated a large amount of valuables.,"Cảnh sát đột nhập vào nhà của mẹ con ông, lục soát và tịch thu nhiều tài sản có giá trị.",18
"In March 1999, Mr. Wang’s supervisors gave him an ultimatum: either stop practicing Falun Gong or get fired.","Tháng 3 năm 1999, quản lý của ông Vương ra tối hậu thư cho ông: hoặc là từ bỏ tu luyện Pháp Luân Công, hoặc là bị sa thải.",18
"Ms. Xu and Mr. Wang, in particular, were repeatedly targeted for their faith during the past 24 years.","Đặc biệt, bà Từ và con trai liên tiếp bị chính quyền nhắm đến vì kiên định đức tin trong suốt 24 năm qua.",18
"Their happy life didn’t last long though, as the communist regime was set on crushing the life-transforming practice.","Tuy nhiên, cuộc sống hạnh phúc của họ không kéo dài được bao lâu, vì chính quyền cộng sản lên kế hoạch tiêu diệt pháp môn tu luyện có thể giúp cải biến cuộc đời này.",18
"Her simple pursuit of a healthy and happy life, however, was met with repeated persecution over the years.","Tuy nhiên, mong muốn giản đơn về một cuộc sống mạnh khỏe và hạnh phúc của bà lại phải đối mặt với sự bức hại liên tiếp từ phía chính quyền trong nhiều năm.",18
We covered three villages from 7 p.m. to 10 p.m. and it was completely quiet the entire time.,Chúng tôi phát xong cho ba ngôi làng từ 7 giờ tối đến 10 giờ tối và toàn bộ quá trình đều yên tĩnh.,18
My friend commented that it was strange that no dogs had barked while we were distributing the materials.,Bạn tôi nói thật kỳ lạ tại sao chó không sủa khi chúng ta phát tài liệu.,18
"This is not the first time that Ms. Xu, a retired worker, has been targeted for her faith.",Đây không phải lần đầu tiên bà Từ (một công nhân về hưu) bị chính quyền nhắm đến vì kiên định đức tin của mình.,18
"Prior to her latest ordeal, Ms. Xing had been targeted for her faith many times over the years.","Trước lần bức hại gần đây nhất, bà Hình từng nhiều lần bị chính quyền nhắm đến vì kiên định đức tin trong nhiều năm qua.",18
"July 20, 2023, marks the 24th year since the Chinese Communist Party (CCP) began to suppress Falun Gong.", Ngày 20 tháng 7 năm 2023 đánh dấu năm thứ 24 kể từ khi Đảng Cộng sản Trung Quốc (ĐCSTQ) bắt đầu đàn ápPháp Luân Công.,18
"One week after Ms. Liu returned home, she still had trouble sleeping and was very sensitive to sounds.","Một tuần sau khi bà Lưu trở về nhà, bà vẫn khó ngủ vào ban đêm, và rất nhạy cảm với âm thanh.",18
"With her severe symptoms and the poor conditions in the prison, I don’t know how she can survive.","Với những triệu chứng nghiêm trọng và điều kiện tồi tệ trong tù, tôi không biết làm sao mẹ tôi có thể sống sót.",18
The police raid transcript did not indicate the specific items confiscated and their quantities as required by law.,Biên bản tịch thu của công an không ghi rõ cụ thể là tang vật gì bị tịch thu và số lượng bị tịch thu là bao nhiêu theo quy định của pháp luật.,18
Mr. Xie was made a witness for the prosecution without his knowledge after being interrogated in police custody.,"Sau khi bị thẩm vấn trong lúc bị giam giữ, ông Tạ được chọn làm nhân chứng truy tố mà ông không hề hay biết.",18
"All three practitioners were taken to the Pencheng Police Station in Ruichang City, about 30 miles from Jiujiang.","Cả ba học viên đều bị đưa đến Đồn Cảnh sát Bồn Thành ở thành phố Thụy Xương, cách thành phố Cửu Giang gần 50 km.",18
Ms. Hu’s husband tried to deliver clothes for her but the detention center guards refused to accept them.,Chồng bà Hồ đã cố gắng gửi quần áo vào cho bà nhưng lính canh trại tạm giam từ chối nhận đồ.,18
"Ms. Hu, a retired employee of Chenzhou Match Factory, had a stroke before she began practicing Falun Gong.","Bà Hồ, một nhân viên nghỉ hưu của Nhà máy Diêm Sâm Châu, từng bị đột quỵ trước khi bắt đầu tu luyện Pháp Luân Công.",18
"All nine of them were convicted on May 6, 2023 after a court hearing on April 18, 2023.","Ngày 6 tháng 5 năm 2023, cả 9 học viên đều bị kết án sau phiên xét xử ngày 18 tháng 4 năm 2023.",18
The four plainclothes officers moved Ms. Li’s handcuffs to the front and covered her hands with a towel.,4 cảnh sát mặc thường phục chuyển còng tay của bà Lý ra đằng trước và dùng một chiếc khăn phủ lên tay bà.,18
"His lawyer reviewed his case document on December 2, 2020 and also visited him at the detention center.",Luật sư đã xem xét hồ sơ vụ án của ông vào ngày 2 tháng 12 năm 2020 và cũng đã đến trại tạm giam thăm ông.,18
The lawyer emphasized that all officers will be held responsible for all the Falun Gong cases they’ve handled.,Luật sư nhấn mạnh rằng các nhân viên cảnh sát sẽ phải chịu trách nhiệm về tất cả các vụ án Pháp Luân Công mà họ đã xử lý.,18
Ms. An and Mr. Yang were repeatedly persecuted for upholding their faith during the past two plus decades.,Bà An và ông Dương liên tục bị bức hại vì kiên định đức tin trong hơn 20 năm qua.,18
The two patrol officers next drove the couple to their home and smashed the lock on the door.,"Tiếp theo, 2 cảnh sát tuần tra chở 2 vợ chồng về nhà và phá ổ khóa cửa.",18
Someone from the Qixia City Court called Ms. Lin the next day to summon her to the courthouse.,Một người nào đó từ Tòa án Thành phố Tê Hà đã gọi điện cho bà Lâm vào ngày hôm sau để triệu tập bà đến tòa án.,18
"The Guan County Court refused to hold the retrial, so the Chengguanzhen Court was instructed to take over.",Tòa án Huyện Quan từ chối tổ chức xử lại nên Tòa án Thành Quan Trấn được chỉ thị tiếp quản.,18
"Falun Dafa’s principles resonate with people all over the world, and it has spread to over 100 countries.",Các nguyên lý của Pháp Luân Đại Pháp đã gây được tiếng vang với mọi người trên toàn thế giới và pháp môn này đã hồng truyền đến hơn 100 quốc gia.,18
The sister pointed to the sky and pointed to her mouth expecting her brother to interpret her meaning.,Người em chỉ tay lên trời và chỉ vào miệng để người anh diễn giải ý mà bà ấy muốn nói.,18
"She appealed with the Dalian City Intermediate Court, which ruled to uphold her original verdict without a hearing.","Bà đã nộp đơn kháng cáo lên Tòa án Trung cấp thành phố Đại Liên, nhưng cơ quan này đã ra phán quyết y án đối với bà mà không tổ chức xét xử.",18
The Fangzi District Domestic Security Office submitted the two practitioners’ cases to the Kuiwen DistrictProcuratoratein late February 2022.,Phòng An ninh Nội địa Quận Phường Tử đã đệ trình vụ việc của hai học viên lên Viện kiểm sát Quận Khuê Văn vào cuối tháng 2 năm 2022.,18
"Upon returning home, Ms. Xu was shocked to see her home in a mess after a police raid.","Khi trở về nhà, bà Hứa bị sốc khi thấy nhà mình lộn tung lên sau cuộc đột kích của cảnh sát.",18
Judge Zhang Liang of the Lianshan District Court sentenced Mr. Liu to five years in late December 2022.,Thẩm phán Chu Đan của Tòa án Quận Liên Sơn đã kết án ông Lưu 5 năm vào cuối tháng 12 năm 2022.,18
"Prior to her latest sentencing, she has been arrested several times and frequently harassed, often by officer Tan.","Trước bản án mới nhất, bà từng bị bắt nhiều lần và thường xuyên bị sách nhiễu, thường là bởi cảnh sát Đàm.",18
"Several officers banged on the door of Mr. Li Wanbiao’s home at 10:30 p.m. on September 7, 2023.","Lúc 22 giờ 30 tối ngày 7 tháng 9 năm 2023, một số cảnh sát đập cửa nhà ông Lý Vạn Bưu.",18
"Mr. Yang and Ms. An were arrested at a farmers’ market by two officers on April 24, 2016.","Ngày 24 tháng 4 năm 2016, ông Dương và bà An bị hai cảnh sát bắt giữ tại một khu chợ nông sản.",18
The practitioners were not allowed to talk to anyone or look up when they walked down the hallways.,"Các học viên không được phép giao tiếp với bất kỳ ai, hoặc thậm chí là ngước nhìn lên khi đi dọc hành lang.",18
The police took Ms. Liu to an empty room on the day following her arrest and interrogated her.,"Ngày hôm sau, cảnh sát đưa bà Lưu tới một phòng trống để thẩm vấn.",18
"On February 8, the police forced her family to take them to her aunt’s home for a raid.","Ngày 8 tháng 2, cảnh sát ép gia đình bà đưa họ tới nhà dì của bà để lục soát.",18
"The process of dividing the stirrers is very strict, separating the first grade stirrers from the second grade.","Quy trình phân loại que khuấy cà phê rất nghiêm ngặt, phân riêng que khuấy loại 1 và loại 2.",18
"While carrying the bags, no one can see who was in front of them, just the person’s feet.","Khi vác các bao đó, không ai nhìn thấy người đứng trước mặt mà chỉ nhìn thấy đôi chân của người đó.",18
The coffee sticks were in a large fiberglass bag about a meter and a half (5 feet) high.,"Những que khuấy cà phê được đựng trong một chiếc túi sợi thủy tinh lớn cao khoảng 1,5 mét.",18
"Practitioners were forced to watch the videos, sit on small stools, and be monitored by inmates every day.","Học viên bị buộc phải xem các video, ngồi trên chiếc ghế nhỏ và bị các tù nhân theo dõi hàng ngày.",18
"A married couple in Benxi City, Liaoning Province were both sentenced to three years for practicing Falun Gong."," Gần đây hai vợ chồng ở thành phố Bản Khê, tỉnh Liêu Ninh đã bị kết án mỗi người 3 năm tù vì tu luyệnPháp Luân Công.",18
"On April 25, several members of the Maonan DistrictProcuratorateforced Ms. Liao’s son to take them to her home.","Ngày25 tháng 4, một số viên chức của Viện Kiểm sát quận Mậu Danh bắt con trai bà đưa họ đến nhà bà.",18
"As the pressure mounted, Ms. Liao suffered severe pain in her legs and couldn’t get out of bed.","Khi căng thẳng gia tăng, bà Liêu bị đau dữ dội ở 2 chân và không thể ra khỏi giường.",18
Falun Gong is a mind-body practice that has been persecuted by the Chinese Communist Party since July 1999.,Pháp Luân Công là một pháp môn tu luyện cả thân lẫn tâm bị Đảng Cộng sản Trung Quốc bức hại từ tháng 7 năm 1999.,18
The Yubei DistrictProcuratorateissued formal arrest warrants in October 2022 and forwarded their cases to the Jiangbei District Procuratorate.,Viện kiểm sát Quận Du Bắc đã ban hành lệnh bắt giữ chính thức vào tháng 10 năm 2022 và chuyển vụ án của họ đến Viện kiểm sát Quận Giang Bắc.,18
"She said that their work was, “Fully recognized by the Chifeng City PLAC and the Yuanbaoshan District Committee.”",Bà ta nói rằng thành quả công tác của họ là “Được UBCTPL Thành phố Xích Phong và Ủy ban Quận Nguyên Bảo Sơn ghi nhận đầy đủ.”,18
"She was arrested on November 6, 2020 while visiting another practitioner and released on bail the next day.","Ngày 6 tháng 11 năm 2020, bà bị bắt khi đang đi gặp một học viên khác và đã được tại ngoại vào ngày hôm sau.",18
"Mr. Qin appeared in the Haidian District Court on December 2, 2016 and was sentenced to 2.5 years.","Ông Tần bị đưa ra xét xử tại Tòa án Quận Hải Điến vào ngày 2 tháng 12 năm 2016 và bị kết án 2,5 năm tù.",18
"I was never able to go shopping with her, let alone go on vacations that required much walking.","Việc đi mua sắm với mẹ là một điều xa vời, chứ nói gì đến những chuyến du lịch cần phải đi bộ nhiều.",18
"She was released after 15 days of administrative detention, only to be arrested again on March 4, 2023.",Bà đã được thả sau 15 ngày tạm giam hành chính và bị bắt lại vào ngày 4 tháng 3 năm 2023.,18
"I knew it was Master Li, the founder of Falun Dafa, who helped my mother overcome this ordeal.","Tôi biết chính Sư phụ Lý, nhà sáng lập Pháp Luân Đại Pháp, đã giúp mẹ tôi vượt qua ma nạn này.",18
"After she took up Falun Gong in 1996, my mom soon regained her health and became illness free.","Sau khi tu luyện Pháp Luân Công vào năm 1996, mẹ tôi nhanh chóng hồi phục sức khỏe và khỏi bệnh.",18
"Three months later, we took my mother to the best hospital in town to have the calculus removed.","Ba tháng sau đó, chúng tôi đưa mẹ đến bệnh viện tốt nhất trong khu vực để loại bỏ sỏi niệu.",18
"When the doctor looked at the MRI film, he was shocked to see that the stones were gone.","Khi bác sỹ nhìn vào tấm phim chụp cộng hưởng từ, ông ấy bị sốc khi thấy đám sỏi đã biến mất.",18
"Instead, she used the money her parents gave her as a wedding gift to cover the additional expenses.","Thay vào đó, bà dùng số tiền hồi môn mà cha mẹ tặng để trang trải các chi phí phát sinh.",18
He had been suffering from poor health and Ms. Gao visited him often to take care of him.,Sức khỏe của ông cụ vốn không tốt và bà Cao thường xuyên đến chăm sóc cho ông.,18
Those who failed to meet their quota would be summoned to guard Zuo Xiaoyan’s office to be tortured.,Những người không đạt hạn mức bị triệu tập đến văn phòng của lính canh Tả Tiểu Yến để tra tấn.,18
"After eight months at the Shenyang City Detention Center, she was transferred to the Liaoning Province Women’s Prison.","Sau 8 tháng bị giam ở trong trại tạm giam Thành phố Thẩm Dương, bà bị chuyển đến Nhà tù Nữ Tỉnh Liêu Ninh.",18
"Mr. Qin was next arrested on May 18, 2016 for distributing information about Falun Gong in a park.",Lần tiếp theo ông Tần bị bắt là vào ngày 18 tháng 5 năm 2016 chỉ vì phát tài liệu có thông tin về Pháp Luân Công trong một công viên.,18
"She was sentenced to 3.5 years and transferred to the Liaoning Province Women’s Prison on August 1, 2023.","Ngày 1 tháng 8 năm 2023, bà bị kết án 3,5 năm tù và bị chuyển đến Nhà tù Nữ tỉnh Liêu Ninh.",18
"She said whenever higher-ups came to inspect the prison, the inmates were given a few slices of meat.","Bà cho biết cứ khi nào bên trên đến kiểm tra, tù nhân đều được cấp thêm vài miếng thịt.",18
"Among the perpetrators listed were Tan Zunhua and Yi Jianming, two directors of the Heilongjiang Prison Administration Bureau.","Trong số những thủ phạm bị liệt kê có Đàm Tôn Hoa và Y Kiến Dân, hai giám đốc của Cục quản lý nhà tù Hắc Long Giang.",18
The police changed the lock on her front door in June 2022 and kept a key for themselves.,"Tháng 6 năm 2022, cảnh sát thay ổ khóa cửa chính của nhà bà và giữ lại 1 chìa.",18
"He served two labor camp terms, two prison terms, as well as multiple detentions, totaling nearly 13 years.","Ông từng thụ án 2 lần ở trong trại lao động, 2 lần bị cầm tù và còn bị giam giữ nhiều lần, tổng cộng gần 13 năm bị giam cầm.",18
She was later told that she was on the blacklist of Falun Gong practitioners barred from traveling abroad.,"Sau này, bà được cho hay bà nằm trong danh sách đen các học viênPháp Luân Côngbị cấm đi ra nước ngoài.",18
"Xu was said to have witnessed the police interrogation of Ms. Wang, and the raid of her home.",Nhân chứng Từ được cho là đã chứng kiến cảnh sát thẩm vấn bà Vương và đột kích vào nhà bà.,18
Ms. Li was hit by a big truck on her way back home from the prison one day.,"Một hôm, trên đường từ nhà tù về nhà thì bà Lý bị một chiếc xe tải lớn đâm trúng.",18
He started to read the Falun Dafa materials and watch all the video disks I gave to him.,Cháu bắt đầu đọc các tài liệu Pháp Luân Đại Pháp và xem tất cả đĩa video mà tôi đưa.,18
Inmates who were assigned to monitor him used a stool to hit him whenever he closed his eyes.,Tù nhân được phân công giám sát ông đã dùng ghế đẩu để đánh ông mỗi khi nào ông nhắm mắt.,18
"He went to Tiananmen Square to appeal again on January 1, 2000 and was beaten by the police.",Ông đi tới Quảng trường Thiên An Môn để thỉnh nguyện một lần nữa vào ngày 1 tháng 1 năm 2000 và bị cảnh sát đánh đập.,18
"She was denied admission due to her poor health, and the prison term will be served at home.","Bà bị từ chối tiếp nhận do sức khỏe kém, và án tù được chấp hành tại gia.",18
"On the second day after she was discharged, she went out and cultivated the land to grow vegetables.","Vào ngày thứ hai sau khi mẹ tôi xuất viện, mẹ tôi đã ra ngoài và xới đất để trồng rau.",18
The police continued to harass him after he was released and forced him to live away from home.,"Sau khi ông được thả, công an tiếp tục sách nhiễu ông và buộc ông phải rời nhà sống lưu lạc.",18
Prosecutor Yang Kun introduced a mysterious witness in the first hearing without calling him (or her) to stand.,Kiểm sát viên Dương Khôn đã giới thiệu một nhân chứng bí ẩn trong phiên xét xử đầu tiên mà không gọi anh ta (hoặc cô ta) đứng lên.,18
Falun Gong is a mind-body practice that has been persecuted by the Chinese Communist Party since July 1999.,Pháp Luân Công là một pháp môn tu luyện đã bị Đảng Cộng sản Trung Quốc bức hại kể từ tháng 7 năm 1999.,18
"One of them, then 68-year-old Ms. Han Yuqin, died at a police station only hours following her arrest.","Trong số họ, bà Hàn Túc Cần (68 tuổi) đã tử vong tại đồn công an chỉ vài tiếng sau khi bị bắt.",18
"Ms. Liao told the police, “If you write four sentences there, I’ll sign.” She continued, “Falun Dafa is good!","Bà Liêu nói với cảnh sát: “Nếu các anh viết bốn câu lên đó, tôi sẽ ký.” Bà nói tiếp: “Pháp Luân Đại Pháp hảo!",19
"Due to their poor health, both women were again denied admission to the Changyi Detention Center after being convicted.","Do sức khỏe kém, sau khi bị kết án, cả hai người phụ nữ một lần nữa bị trại tạm giam Xương Ấp từ chối tiếp nhận.",19
Ms. Liu filed an appeal with the Dongying City Intermediate Court eight days later and requested an open hearing.,"Ngày 20 tháng 12 năm 2022, tòa án quận Đông Doanh tuyên án bà 7 năm tù giam.",19
"On July 20, four Konglong Town Police Station officers, one of them surnamed Xie, broke into Ms. Shen’s home.","Ngày 20 tháng 7, 4 cảnh sát của Đồn Công an xã Khổng Lũng (trong đó một người họ Tạ) đã đột nhập vào nhà bà Thẩm.",19
